player_name,game_date,result,total_pitches,release_speed_mean_all,release_speed_std_all,release_speed_range_all,release_spin_rate_mean_all,release_spin_rate_std_all,release_spin_rate_range_all,release_extension_mean_all,release_extension_std_all,release_extension_range_all,release_pos_x_mean_all,release_pos_x_std_all,release_pos_x_range_all,release_pos_y_mean_all,release_pos_y_std_all,release_pos_y_range_all,release_pos_z_mean_all,release_pos_z_std_all,release_pos_z_range_all,pfx_x_mean_all,pfx_x_std_all,pfx_x_range_all,pfx_z_mean_all,pfx_z_std_all,pfx_z_range_all,spin_axis_mean_all,spin_axis_std_all,spin_axis_range_all,delta_run_exp_mean_all,delta_run_exp_std_all,delta_run_exp_range_all,pct_SI,SI_release_speed_mean,SI_release_speed_std,SI_release_spin_rate_mean,SI_release_spin_rate_std,SI_release_extension_mean,SI_release_extension_std,SI_release_pos_x_mean,SI_release_pos_x_std,SI_release_pos_y_mean,SI_release_pos_y_std,SI_release_pos_z_mean,SI_release_pos_z_std,SI_pfx_x_mean,SI_pfx_x_std,SI_pfx_z_mean,SI_pfx_z_std,SI_spin_axis_mean,SI_spin_axis_std,SI_delta_run_exp_mean,SI_delta_run_exp_std,pct_SL,SL_release_speed_mean,SL_release_speed_std,SL_release_spin_rate_mean,SL_release_spin_rate_std,SL_release_extension_mean,SL_release_extension_std,SL_release_pos_x_mean,SL_release_pos_x_std,SL_release_pos_y_mean,SL_release_pos_y_std,SL_release_pos_z_mean,SL_release_pos_z_std,SL_pfx_x_mean,SL_pfx_x_std,SL_pfx_z_mean,SL_pfx_z_std,SL_spin_axis_mean,SL_spin_axis_std,SL_delta_run_exp_mean,SL_delta_run_exp_std,pct_FF,FF_release_speed_mean,FF_release_speed_std,FF_release_spin_rate_mean,FF_release_spin_rate_std,FF_release_extension_mean,FF_release_extension_std,FF_release_pos_x_mean,FF_release_pos_x_std,FF_release_pos_y_mean,FF_release_pos_y_std,FF_release_pos_z_mean,FF_release_pos_z_std,FF_pfx_x_mean,FF_pfx_x_std,FF_pfx_z_mean,FF_pfx_z_std,FF_spin_axis_mean,FF_spin_axis_std,FF_delta_run_exp_mean,FF_delta_run_exp_std,pct_CH,CH_release_speed_mean,CH_release_speed_std,CH_release_spin_rate_mean,CH_release_spin_rate_std,CH_release_extension_mean,CH_release_extension_std,CH_release_pos_x_mean,CH_release_pos_x_std,CH_release_pos_y_mean,CH_release_pos_y_std,CH_release_pos_z_mean,CH_release_pos_z_std,CH_pfx_x_mean,CH_pfx_x_std,CH_pfx_z_mean,CH_pfx_z_std,CH_spin_axis_mean,CH_spin_axis_std,CH_delta_run_exp_mean,CH_delta_run_exp_std,pct_CU,CU_release_speed_mean,CU_release_speed_std,CU_release_spin_rate_mean,CU_release_spin_rate_std,CU_release_extension_mean,CU_release_extension_std,CU_release_pos_x_mean,CU_release_pos_x_std,CU_release_pos_y_mean,CU_release_pos_y_std,CU_release_pos_z_mean,CU_release_pos_z_std,CU_pfx_x_mean,CU_pfx_x_std,CU_pfx_z_mean,CU_pfx_z_std,CU_spin_axis_mean,CU_spin_axis_std,CU_delta_run_exp_mean,CU_delta_run_exp_std,pct_ST,ST_release_speed_mean,ST_release_speed_std,ST_release_spin_rate_mean,ST_release_spin_rate_std,ST_release_extension_mean,ST_release_extension_std,ST_release_pos_x_mean,ST_release_pos_x_std,ST_release_pos_y_mean,ST_release_pos_y_std,ST_release_pos_z_mean,ST_release_pos_z_std,ST_pfx_x_mean,ST_pfx_x_std,ST_pfx_z_mean,ST_pfx_z_std,ST_spin_axis_mean,ST_spin_axis_std,ST_delta_run_exp_mean,ST_delta_run_exp_std,pct_FC,FC_release_speed_mean,FC_release_speed_std,FC_release_spin_rate_mean,FC_release_spin_rate_std,FC_release_extension_mean,FC_release_extension_std,FC_release_pos_x_mean,FC_release_pos_x_std,FC_release_pos_y_mean,FC_release_pos_y_std,FC_release_pos_z_mean,FC_release_pos_z_std,FC_pfx_x_mean,FC_pfx_x_std,FC_pfx_z_mean,FC_pfx_z_std,FC_spin_axis_mean,FC_spin_axis_std,FC_delta_run_exp_mean,FC_delta_run_exp_std,pct_KC,KC_release_speed_mean,KC_release_speed_std,KC_release_spin_rate_mean,KC_release_spin_rate_std,KC_release_extension_mean,KC_release_extension_std,KC_release_pos_x_mean,KC_release_pos_x_std,KC_release_pos_y_mean,KC_release_pos_y_std,KC_release_pos_z_mean,KC_release_pos_z_std,KC_pfx_x_mean,KC_pfx_x_std,KC_pfx_z_mean,KC_pfx_z_std,KC_spin_axis_mean,KC_spin_axis_std,KC_delta_run_exp_mean,KC_delta_run_exp_std,pct_FS,FS_release_speed_mean,FS_release_speed_std,FS_release_spin_rate_mean,FS_release_spin_rate_std,FS_release_extension_mean,FS_release_extension_std,FS_release_pos_x_mean,FS_release_pos_x_std,FS_release_pos_y_mean,FS_release_pos_y_std,FS_release_pos_z_mean,FS_release_pos_z_std,FS_pfx_x_mean,FS_pfx_x_std,FS_pfx_z_mean,FS_pfx_z_std,FS_spin_axis_mean,FS_spin_axis_std,FS_delta_run_exp_mean,FS_delta_run_exp_std,pct_SV,SV_release_speed_mean,SV_release_speed_std,SV_release_spin_rate_mean,SV_release_spin_rate_std,SV_release_extension_mean,SV_release_extension_std,SV_release_pos_x_mean,SV_release_pos_x_std,SV_release_pos_y_mean,SV_release_pos_y_std,SV_release_pos_z_mean,SV_release_pos_z_std,SV_pfx_x_mean,SV_pfx_x_std,SV_pfx_z_mean,SV_pfx_z_std,SV_spin_axis_mean,SV_spin_axis_std,SV_delta_run_exp_mean,SV_delta_run_exp_std
"Fried, Max",9/18/2025,0.00,87,88.63793103,7.769008817,26,2159.586207,427.6882301,1545,6.463218391,0.147943219,0.7,1.267701149,0.260266863,1.1,54.03931034,0.149742361,0.69,5.988965517,0.166489293,0.69,0.164597701,0.901350156,3.16,0.221034483,0.80749258,3.01,192.5057471,79.75440114,213,-0.044218391,0.134434684,0.806,0.229885057,94.96,1.496451944,2085.8,78.64283017,6.51,0.091190951,1.2355,0.114775525,53.9915,0.093935868,6.0215,0.073289261,0.821,0.233100385,0.384,0.153910432,145.25,4.722566207,-0.0317,0.131757792,0.011494253,85.1,,2679,,6.5,,1.31,,53.96,,5.86,,-0.61,,-0.43,,304,,-0.228,,0.137931034,96.23333333,1.033382208,2125.666667,66.40828718,6.525,0.105528971,0.849166667,0.068683508,53.97666667,0.120629661,6.134166667,0.065845319,0.218333333,0.148742201,1.354166667,0.085541944,155.4166667,3.175426481,-0.101583333,0.102168718,0.206896552,88.15,1.84335053,1495.222222,100.9691599,6.572222222,0.089479249,1.39,0.144181258,53.93611111,0.079123053,5.852222222,0.10591648,1.228888889,0.093613026,0.222222222,0.191328346,126.6666667,4.874905731,-0.079722222,0.099665208,0.16091954,74.37857143,1.122619582,2703,68.83424908,6.364285714,0.084189739,1.17,0.111768993,54.14285714,0.088962271,6.212857143,0.087479982,-0.771428571,0.106832518,-1.318571429,0.101818628,325.6428571,4.533756175,0.0005,0.132162924,0.114942529,82.36,1.244722191,2677.7,104.0876233,6.21,0.099442893,1.698,0.154041841,54.291,0.110498869,5.778,0.055136195,-1.412,0.170476457,0.059,0.295313393,303.6,5.83476173,0.0103,0.046885321,0.137931034,93.4,1.567858992,2204,69.32138592,6.483333333,0.133711585,1.308333333,0.189536916,54.0125,0.134307991,5.92,0.088008264,-0.109166667,0.183820977,0.8,0.124316312,149.9166667,7.038315053,-0.03675,0.220822893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fried, Max",9/24/2025,0.00,107,88.59158879,7.616777924,26.7,2184.551402,457.408744,1755,6.548598131,0.176102718,1.1,1.377943925,0.283677795,1.26,53.94906542,0.16933016,1.03,5.941214953,0.198136175,0.78,0.330186916,0.919222376,3.27,0.229158879,0.833678054,3.09,186.9345794,78.32362364,218,-0.02011215,0.161248099,0.952,0.214953271,94.28695652,1.756107355,2124.913043,87.95293837,6.565217391,0.093462173,1.436956522,0.145178097,53.92695652,0.085993381,5.917391304,0.105409047,0.975652174,0.19324563,0.399130435,0.130763946,145.3913043,5.821114626,-0.024173913,0.117032106,,,,,,,,,,,,,,,,,,,,,,0.14953271,96.86875,0.843578686,2154.8125,66.10417914,6.5875,0.08850612,0.93125,0.098310732,53.90875,0.084606934,6.134375,0.061206617,0.47125,0.193110504,1.315,0.063874878,154.25,4.297285965,-0.0008125,0.229378063,0.23364486,86.86,1.757128339,1539.84,128.5997278,6.736,0.152424845,1.5236,0.116221054,53.7676,0.143796152,5.7576,0.082071107,1.322,0.111018017,0.2528,0.266935073,123.48,4.011649702,-0.07824,0.142784009,0.158878505,75.36470588,1.851668564,2866.235294,98.53649667,6.4,0.1,1.205294118,0.10106419,54.08823529,0.094222827,6.213529412,0.118635006,-0.722352941,0.180226573,-1.411764706,0.12625546,326.6470588,3.839615483,0.070647059,0.169292255,0.102803738,81.59090909,1.8008079,2664,179.3432463,6.354545455,0.196792461,1.866363636,0.112006493,54.13363636,0.186883532,5.71,0.088881944,-1.354545455,0.25216517,0.01,0.186118242,299.1818182,5.929893453,-0.026727273,0.116775932,0.140186916,94.04,1.557837329,2258.066667,71.3527121,6.48,0.086189161,1.358666667,0.162342964,54.03533333,0.086838657,5.938666667,0.081579643,-0.034666667,0.116426965,0.791333333,0.154959288,150.6,6.500549427,-0.0356,0.157303528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fried, Max",9/30/2025,0.00,102,87.33921569,8.158263221,26.6,2276.382353,447.0702438,1884,6.541176471,0.152440828,0.8,1.37754902,0.245564358,1.1,53.96058824,0.147734198,0.81,5.943333333,0.185820809,0.74,-0.179117647,0.827014316,3.19,0.005588235,0.935566301,3.27,209.1568627,83.65177054,212,-0.016901961,0.173037998,1.41,0.107843137,95.04545455,1.713688208,2042.727273,93.11078445,6.536363636,0.080903983,1.38,0.179443584,53.96272727,0.098903075,5.909090909,0.120287534,0.575454545,0.238636277,0.306363636,0.169544845,148.2727273,5.693696674,-0.001090909,0.048084206,0.019607843,86.15,5.303300859,2580.5,60.1040764,6.45,0.070710678,1.485,0.16263456,54.03,0.113137085,5.88,0.155563492,-0.56,0.028284271,-0.08,0.367695526,250.5,77.07463915,0.03,0.018384776,0.117647059,96.65,1.212435565,2113.916667,80.14470814,6.683333333,0.126730446,1.056666667,0.069587529,53.8225,0.123444872,6.045833333,0.063023565,0.156666667,0.142084055,1.2425,0.114821997,153,3.190896141,0.045083333,0.335888904,0.18627451,87.43684211,1.8601704,1620.789474,134.3339863,6.663157895,0.106513047,1.542631579,0.131480548,53.84052632,0.091133217,5.779473684,0.074942473,0.950526316,0.22897049,0.231052632,0.266414354,129.9473684,3.936632574,-0.053157895,0.178340269,0.235294118,75.4125,1.892160601,2836.666667,182.4065375,6.491666667,0.141164926,1.220833333,0.138026987,54.005,0.128401544,6.181666667,0.091872628,-0.93875,0.198960614,-1.501666667,0.147432126,327.75,3.56614516,-0.002916667,0.123816104,0.117647059,82.25,1.1642399,2617.916667,93.70986009,6.383333333,0.174945879,1.7825,0.138768938,54.11833333,0.181249869,5.710833333,0.063167646,-1.429166667,0.252675082,-0.068333333,0.262984041,299.0833333,5.759708536,-0.041166667,0.089317445,0.215686275,94.21818182,1.129111055,2222.863636,165.3435948,6.509090909,0.092113237,1.349090909,0.133805441,53.99772727,0.083775881,5.918636364,0.109817834,-0.17,0.215583372,0.678181818,0.141611015,156.4545455,10.93150655,-0.033590909,0.176027232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fried, Max",10/5/2025,0.00,51,91.97843137,7.089691495,24.5,2225.392157,357.6128677,1599,6.590196078,0.145951913,0.6,1.238431373,0.210659655,0.84,53.90607843,0.146984059,0.63,5.856470588,0.178132799,0.82,0.394313725,0.743712995,2.72,0.327843137,0.703395518,2.96,171.7647059,66.67070968,216,0.068058824,0.285240559,1.249,0.392156863,96.135,2.095427352,2112.6,93.44032714,6.635,0.0933302,1.267,0.136847976,53.87,0.090321065,5.814,0.08549546,0.9005,0.245195411,0.3995,0.14812779,141.35,4.648429276,0.03795,0.263731018,,,,,,,,,,,,,,,,,,,,,,0.117647059,96.05,2.054020448,2181.333333,48.25211567,6.616666667,0.172240142,0.96,0.280499554,53.87,0.162849624,5.976666667,0.272665852,0.28,0.189208879,1.211666667,0.093683866,153.5,9.544631999,0.036,0.244054092,0.117647059,86.88333333,0.851860708,1625.5,131.973861,6.766666667,0.051639778,1.43,0.132664992,53.71833333,0.049159604,5.66,0.056920998,1.326666667,0.091796877,0.361666667,0.217385985,124.1666667,3.430257522,0.123166667,0.315833764,0.117647059,76.13333333,1.259629575,2913.5,105.6120258,6.45,0.122474487,1.068333333,0.172211111,54.04833333,0.143724273,6.13,0.102567051,-0.793333333,0.217224922,-1.345,0.257972867,327,5.403702434,0.115333333,0.394532973,0.039215686,83.4,2.2627417,2808.5,108.1873375,6.35,0.070710678,1.535,0.106066017,54.16,0.042426407,5.72,0.070710678,-1.19,0.127279221,-0.1,0.169705627,310,9.899494937,0.3975,0.506995562,0.215686275,95.18181818,1.573415509,2300.363636,73.57482277,6.518181818,0.116774842,1.272727273,0.125705283,53.97,0.116103402,5.850909091,0.127000358,-0.036363636,0.098921456,0.687272727,0.174819387,153.1818182,6.161463817,0.024545455,0.249172777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",8/3/2025,0.00,77,92.27792208,4.148323167,14.4,2356.337662,401.4748341,1398,7.031168831,0.374257068,1.6,-3.157142857,0.122031673,0.51,53.46792208,0.381342289,1.59,5.426233766,0.25356946,0.9,-0.247012987,0.777697453,2.54,0.809350649,0.550999899,1.78,176.2597403,57.17756337,195,0.01912987,0.169082225,1.091,,,,,,,,,,,,,,,,,,,,,,0.324675325,87.308,1.813357843,2690,114.1683698,7.228,0.465044801,-3.154,0.108742816,53.2624,0.468635253,5.4996,0.09098901,0.6588,0.230096357,0.45,0.269691181,97.76,22.15152365,0.02648,0.215771893,0.415584416,96.425,1.12937322,2494.15625,94.45910854,6.984375,0.336115739,-3.084375,0.087138655,53.51875,0.343245891,5.606875,0.117017713,-0.2903125,0.183575323,1.4096875,0.13211638,204.21875,3.220242177,0.04021875,0.162962243,0.25974026,91.855,0.972503552,1718.75,85.52615789,6.86,0.131389337,-3.2775,0.089787761,53.6435,0.140235704,5.0455,0.098807362,-1.31,0.158811374,0.298,0.204697466,229.65,3.883500862,-0.0238,0.097243373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",8/9/2025,0.00,91,92.3956044,3.913563653,12.6,2390.32967,361.5594021,1319,6.912087912,0.247132517,1.2,-2.925274725,0.16336966,0.84,53.58164835,0.248767021,1.24,5.626593407,0.249587303,0.92,-0.079010989,0.750337783,2.55,0.783956044,0.5043497,1.79,168.4505495,56.32056339,163,-0.001175824,0.215271745,1.487,,,,,,,,,,,,,,,,,,,,,,0.351648352,87.91875,1.175677567,2688.71875,85.89311977,6.890625,0.241446414,-2.9378125,0.146060844,53.6084375,0.242342192,5.6834375,0.081778985,0.724375,0.204323234,0.41625,0.268373236,94.5625,12.3626323,-0.04396875,0.155356714,0.417582418,96.36315789,1.239315647,2477.131579,82.95005695,6.836842105,0.255132242,-2.831578947,0.137752742,53.65684211,0.258604417,5.805263158,0.109858308,-0.127105263,0.165053765,1.317105263,0.191083792,198.7368421,3.881238382,0.022657895,0.27015824,0.230769231,92.03809524,1.351841777,1778.571429,119.853482,7.080952381,0.150396302,-3.075714286,0.105998652,53.4047619,0.137790386,5.216666667,0.073234782,-1.216190476,0.153312628,0.37952381,0.193196175,226.2380952,4.999047528,0.020904762,0.177718852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",8/15/2025,0.00,83,92.34819277,3.861674142,14.2,2246.722892,384.8869746,1313,6.925301205,0.142146758,0.7,-2.986987952,0.175483548,0.76,53.57481928,0.137000636,0.64,5.55313253,0.280695685,0.94,-0.287590361,0.646703819,2.25,0.864698795,0.493781667,1.68,187.939759,46.18529736,158,0.000289157,0.189561981,1.216,,,,,,,,,,,,,,,,,,,,,,0.240963855,87.07,1.147124552,2624.35,106.3649502,6.93,0.130182059,-2.995,0.11213244,53.5655,0.126427637,5.639,0.083596777,0.6035,0.168218999,0.447,0.252421953,109.6,13.22039891,0.038,0.218444983,0.481927711,95.735,1.490921243,2391.2,99.53383654,6.96,0.148150997,-2.876,0.133624042,53.54375,0.145702322,5.7525,0.09846905,-0.23975,0.115236379,1.344,0.106597734,203.775,3.34731044,-0.023775,0.145141043,0.277108434,91.04782609,1.59882615,1667.086957,77.31453647,6.860869565,0.123358791,-3.173043478,0.1167139,53.63695652,0.112469583,5.13173913,0.076375399,-1.145652174,0.122912611,0.394347826,0.161324802,228.5217391,4.785105349,0.009347826,0.230104444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",8/21/2025,0.00,93,91.86989247,4.625115391,15.1,2374.817204,333.5495839,1232,6.812903226,0.212759206,1.1,-2.869247312,0.150493656,0.65,53.68462366,0.207351619,1.04,5.641935484,0.231137349,0.91,-0.209462366,0.711254809,2.58,0.954193548,0.530439364,1.8,173.4516129,53.91045638,152,0.005193548,0.194754542,1.189,,,,,,,,,,,,,,,,,,,,,,0.290322581,85.52222222,1.656533297,2632.407407,126.3698051,6.755555556,0.245471812,-2.934444444,0.109169358,53.74777778,0.244891394,5.652592593,0.101965024,0.655925926,0.231437967,0.466296296,0.304872586,91.48148148,9.488334418,-0.009,0.124485711,0.52688172,95.67755102,1.110792755,2457.122449,96.07432727,6.785714286,0.188193163,-2.766122449,0.088666424,53.70816327,0.177959189,5.785918367,0.081186985,-0.290612245,0.209706225,1.417755102,0.124185099,200.4081633,4.281346981,-0.012857143,0.173270862,0.182795699,90.97647059,1.264184229,1728.470588,97.40066584,6.982352941,0.133394594,-3.062941176,0.08759029,53.51647059,0.127619609,5.21,0.092803556,-1.35,0.154272486,0.392941176,0.161429733,225.9411765,4.35130136,0.079764706,0.30918755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",8/26/2025,0.00,92,91.67282609,4.408311412,16.2,2379.869565,342.8535143,1201,6.813043478,0.255152353,1.2,-3.10173913,0.191618948,0.91,53.69076087,0.25217835,1.2,5.615543478,0.277968945,1.07,-0.178043478,0.747595764,2.68,0.84673913,0.595427833,1.72,178.1956522,54.93157364,181,0.006184783,0.187761886,1.073,,,,,,,,,,,,,,,,,,,,,,0.304347826,86.13214286,2.134384042,2666.5,115.605171,6.628571429,0.244732875,-3.105357143,0.187487918,53.87321429,0.241523767,5.701785714,0.125670161,0.671785714,0.331506701,0.46,0.348903043,103.25,36.61372441,0.000357143,0.136197627,0.456521739,95.63571429,1.482716924,2489.261905,59.08904381,6.883333333,0.233652511,-2.993809524,0.138140126,53.62690476,0.23078327,5.792619048,0.113224567,-0.178095238,0.198607814,1.439761905,0.09088959,201.3571429,4.053432322,0.024095238,0.229841601,0.239130435,91.15909091,1.201451143,1806.227273,84.65162886,6.913636364,0.180727247,-3.303181818,0.104078101,53.58045455,0.176917448,5.167727273,0.082284745,-1.259545455,0.123692294,0.206818182,0.178602681,229.3636364,3.898051461,-0.020590909,0.156023093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",8/31/2025,0.00,98,91.20306122,4.084328967,14.5,2441.55102,280.1677378,1181,6.736734694,0.181282803,0.8,-2.934591837,0.12486833,0.64,53.76418367,0.186762562,0.87,5.691530612,0.163847755,0.71,-0.168265306,0.612370795,2.55,1.024591837,0.438016072,1.6,171.3061224,49.34611782,166,0.005173469,0.243058901,2.096,,,,,,,,,,,,,,,,,,,,,,0.346938776,86.48235294,1.724945425,2637.029412,148.4016837,6.755882353,0.197240319,-2.957352941,0.124079858,53.74470588,0.209229978,5.700882353,0.091564438,0.467058824,0.299469525,0.658823529,0.306354565,112.2647059,37.20647453,0.041411765,0.341047417,0.530612245,94.55961538,1.561580348,2464.673077,80.32280978,6.721153846,0.18293526,-2.885,0.096049415,53.77903846,0.18526356,5.771346154,0.075641799,-0.312884615,0.188797397,1.380576923,0.135174737,197.7115385,5.637189324,-0.022538462,0.179884436,0.12244898,90.03333333,1.799158052,1787.5,94.25256206,6.75,0.124316312,-3.085,0.103088664,53.755,0.121692608,5.319166667,0.058380933,-1.341666667,0.154850857,0.518333333,0.182698626,224.1666667,7.309188903,0.022583333,0.118202798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",9/6/2025,0.00,90,92.38555556,3.885945899,14.8,2318.988889,389.8458495,1385,6.708888889,0.216532658,1.1,-2.808333333,0.148855182,0.68,53.78922222,0.216790832,1.04,5.628777778,0.258504027,0.99,-0.240888889,0.632143926,2.65,0.954,0.487669993,1.58,187.5888889,43.18704926,165,-0.011666667,0.183663163,1.052,,,,,,,,,,,,,,,,,,,,,,0.166666667,86.08,1.745279347,2635.466667,72.69689192,6.6,0.177281052,-2.817333333,0.144690145,53.89533333,0.184424459,5.740666667,0.14591909,0.820666667,0.182657629,0.339333333,0.283686614,95.2,13.81613963,0.009066667,0.241562907,0.555555556,95.388,1.281523328,2528.72,60.04319534,6.702,0.213321641,-2.7368,0.123758158,53.7998,0.213106182,5.779,0.124936719,-0.1602,0.159033946,1.3586,0.095061956,198.68,4.26394471,-0.0051,0.183512358,0.277777778,90.164,1.447952577,1709.64,110.1472045,6.788,0.220454077,-2.946,0.090737717,53.7044,0.216700254,5.2612,0.08908423,-1.0392,0.170414201,0.5136,0.193172634,220.84,5.022283677,-0.03724,0.145789311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",9/12/2025,0.00,93,92.28387097,3.318075998,13.6,2261.311828,395.0804535,1280,6.803225806,0.174113664,0.9,-3.122150538,0.141596867,0.68,53.69978495,0.165588401,0.88,5.346129032,0.237317583,0.94,-0.527204301,0.712096363,2.68,0.850752688,0.52606876,1.72,196.1397849,44.28651561,154,-0.03111828,0.143261303,0.841,,,,,,,,,,,,,,,,,,,,,,0.161290323,86.69333333,0.928490839,2707.866667,73.65447001,6.753333333,0.124594581,-3.126666667,0.150554531,53.76266667,0.115663716,5.455333333,0.10966616,0.732,0.218148049,0.584,0.249851384,99.4,12.03447429,0.074666667,0.136597776,0.462365591,95.15348837,1.432505105,2496.837209,84.51625097,6.755813953,0.153223033,-3.051627907,0.121693022,53.74302326,0.147721341,5.532325581,0.111394563,-0.372790698,0.18126967,1.370465116,0.163866285,204.7674419,4.684509474,-0.054116279,0.153281442,0.376344086,91.15428571,1.176571004,1780.571429,123.5292977,6.882857143,0.19017904,-3.206857143,0.113753382,53.61971429,0.176126387,5.070571429,0.069576148,-1.256571429,0.18604147,0.326571429,0.184756483,227,4.123105626,-0.0482,0.1136757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",9/17/2025,0.00,85,92.34235294,4.190447654,14.2,2389.494118,335.6114045,1392,6.817647059,0.134674626,0.8,-3.020705882,0.162742773,0.67,53.67941176,0.130231963,0.79,5.652705882,0.239012792,1.01,-0.125411765,0.602677662,2.48,0.994705882,0.387757866,1.26,176.1176471,47.06793767,149,0.021211765,0.204578201,1.015,,,,,,,,,,,,,,,,,,,,,,0.270588235,86.94782609,1.656356781,2652.956522,123.6595319,6.847826087,0.112288448,-3.116086957,0.121346204,53.64652174,0.100932412,5.655217391,0.121201169,0.634782609,0.268309007,0.544782609,0.225204343,101.5652174,14.51277208,0.015652174,0.119997579,0.564705882,95.60625,1.720391624,2466.208333,93.58645072,6.791666667,0.108830013,-2.9425,0.145916035,53.70395833,0.107044226,5.784583333,0.105446534,-0.19625,0.130214635,1.302083333,0.10154044,199,4.859734692,0.008541667,0.244290023,0.164705882,90.01428571,1.209486314,1693.642857,65.27056958,6.857142857,0.21737697,-3.132142857,0.131100582,53.64928571,0.214026033,5.196428571,0.125060425,-1.131428571,0.181525889,0.68,0.186465093,220.1428571,4.347539408,0.073785714,0.16334022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil, Luis",9/23/2025,0.00,89,91.52247191,3.424801016,15.5,2342.325843,312.8349396,1220,6.77752809,0.28113116,1.5,-2.953370787,0.140518066,0.57,53.72280899,0.280048651,1.54,5.733258427,0.225689727,0.82,-0.111011236,0.587438672,2.45,0.960786517,0.448092484,1.62,185.1797753,39.91085572,147,-0.015786517,0.225985291,1.905,,,,,,,,,,,,,,,,,,,,,,0.202247191,85.95555556,2.138779812,2623.944444,88.07715349,6.733333333,0.330774492,-2.911666667,0.107662326,53.76555556,0.338460567,5.776111111,0.099890463,0.753888889,0.158861349,0.403888889,0.246603728,111.1666667,23.34712478,-0.041777778,0.116612761,0.629213483,93.68035714,1.09882907,2420.285714,110.6947834,6.717857143,0.253776668,-2.912321429,0.109361636,53.78053571,0.252676003,5.844464286,0.067255811,-0.124821429,0.158320631,1.277678571,0.110354653,199.125,4.134390139,-0.024696429,0.16661408,0.168539326,90.14666667,1.711668637,1713.333333,86.18059665,7.053333333,0.112546287,-3.156666667,0.098970895,53.456,0.105342977,5.266666667,0.072078,-1.097333333,0.187405849,0.446,0.236727692,221.9333333,3.881580434,0.048666667,0.435660036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
