,corr
ST_pfx_z_mean_chg1_5g_ratio,0.009373352617078544
SV_pfx_z_mean_chg1_5g_ratio,
CH_pfx_z_std_chg1_5g_ratio,-0.0013440865571078158
CS_pfx_z_std_chg1_5g_ratio,
CU_pfx_z_std_chg1_5g_ratio,-0.000824629596130137
FC_pfx_z_std_chg1_5g_ratio,-0.00485192634388432
FF_pfx_z_std_chg1_5g_ratio,-0.002198326822250883
FS_pfx_z_std_chg1_5g_ratio,-0.0047863319694402455
KC_pfx_z_std_chg1_5g_ratio,-0.002270301932034444
SI_pfx_z_std_chg1_5g_ratio,-0.009292672596247479
SL_pfx_z_std_chg1_5g_ratio,-0.009948683152635456
ST_pfx_z_std_chg1_5g_ratio,-0.004955082152897901
SV_pfx_z_std_chg1_5g_ratio,
CH_release_pos_x_mean_chg1_5g_ratio,0.001785041288526476
CS_release_pos_x_mean_chg1_5g_ratio,
CU_release_pos_x_mean_chg1_5g_ratio,-0.003366120334382656
FC_release_pos_x_mean_chg1_5g_ratio,-0.0038561136011748477
FF_release_pos_x_mean_chg1_5g_ratio,0.0021983268219410834
FS_release_pos_x_mean_chg1_5g_ratio,0.009271716638031755
KC_release_pos_x_mean_chg1_5g_ratio,-0.030041457779400094
SI_release_pos_x_mean_chg1_5g_ratio,-0.0026032598254248623
SL_release_pos_x_mean_chg1_5g_ratio,-0.004069051537938651
ST_release_pos_x_mean_chg1_5g_ratio,-0.0036048658153179664
SV_release_pos_x_mean_chg1_5g_ratio,
CH_release_pos_x_std_chg1_5g_ratio,0.0025969340848208977
CS_release_pos_x_std_chg1_5g_ratio,
CU_release_pos_x_std_chg1_5g_ratio,0.0022807121426933327
FC_release_pos_x_std_chg1_5g_ratio,0.002339358018263503
FF_release_pos_x_std_chg1_5g_ratio,-0.0021983268219173797
FS_release_pos_x_std_chg1_5g_ratio,0.00691494957940974
KC_release_pos_x_std_chg1_5g_ratio,0.003861003861004557
SI_release_pos_x_std_chg1_5g_ratio,-0.0029281498717104765
SL_release_pos_x_std_chg1_5g_ratio,-0.017392297591490396
ST_release_pos_x_std_chg1_5g_ratio,0.005057951853643898
SV_release_pos_x_std_chg1_5g_ratio,
CH_release_pos_y_mean_chg1_5g_ratio,0.004829142753127548
CS_release_pos_y_mean_chg1_5g_ratio,
CU_release_pos_y_mean_chg1_5g_ratio,0.009744866857595944
FC_release_pos_y_mean_chg1_5g_ratio,-0.0020756852412831387
FF_release_pos_y_mean_chg1_5g_ratio,0.0034684734997502244
FS_release_pos_y_mean_chg1_5g_ratio,-0.39402820008223266
KC_release_pos_y_mean_chg1_5g_ratio,-0.0038610038610035614
SI_release_pos_y_mean_chg1_5g_ratio,-0.0026032598254382287
SL_release_pos_y_mean_chg1_5g_ratio,0.003473099295601381
ST_release_pos_y_mean_chg1_5g_ratio,0.0036048658150569716
SV_release_pos_y_mean_chg1_5g_ratio,
CH_release_pos_y_std_chg1_5g_ratio,-0.004323055754973973
CS_release_pos_y_std_chg1_5g_ratio,
CU_release_pos_y_std_chg1_5g_ratio,-0.004739823168266445
FC_release_pos_y_std_chg1_5g_ratio,-0.0038613780380925577
FF_release_pos_y_std_chg1_5g_ratio,-0.0021983268219093076
FS_release_pos_y_std_chg1_5g_ratio,-0.0031928363851168205
KC_release_pos_y_std_chg1_5g_ratio,0.003861003861012588
SI_release_pos_y_std_chg1_5g_ratio,0.003213350801153556
SL_release_pos_y_std_chg1_5g_ratio,-0.0017545596809641353
ST_release_pos_y_std_chg1_5g_ratio,0.004345416131404688
SV_release_pos_y_std_chg1_5g_ratio,
CH_release_pos_z_mean_chg1_5g_ratio,0.0021890899080176623
CS_release_pos_z_mean_chg1_5g_ratio,
CU_release_pos_z_mean_chg1_5g_ratio,-0.020709239283298698
FC_release_pos_z_mean_chg1_5g_ratio,0.0038561135991532604
FF_release_pos_z_mean_chg1_5g_ratio,0.0031033893337698267
FS_release_pos_z_mean_chg1_5g_ratio,-0.009216015875831667
KC_release_pos_z_mean_chg1_5g_ratio,0.003818526528427954
SI_release_pos_z_mean_chg1_5g_ratio,-0.006252903426924235
SL_release_pos_z_mean_chg1_5g_ratio,0.0029388131507518188
ST_release_pos_z_mean_chg1_5g_ratio,0.004560075833655194
SV_release_pos_z_mean_chg1_5g_ratio,
CH_release_pos_z_std_chg1_5g_ratio,-0.0025655309127115213
CS_release_pos_z_std_chg1_5g_ratio,
CU_release_pos_z_std_chg1_5g_ratio,0.004088255478514275
FC_release_pos_z_std_chg1_5g_ratio,0.0038561135990779114
FF_release_pos_z_std_chg1_5g_ratio,-0.0002137427332077675
FS_release_pos_z_std_chg1_5g_ratio,0.004885028226608783
KC_release_pos_z_std_chg1_5g_ratio,0.003176324308825177
SI_release_pos_z_std_chg1_5g_ratio,-0.0022052572726113987
SL_release_pos_z_std_chg1_5g_ratio,0.009902855547646115
ST_release_pos_z_std_chg1_5g_ratio,-0.004798096586831591
SV_release_pos_z_std_chg1_5g_ratio,
CH_release_speed_count_chg1_5g_ratio,0.02615333512920516
CS_release_speed_count_chg1_5g_ratio,
CU_release_speed_count_chg1_5g_ratio,-0.05332905948647586
FC_release_speed_count_chg1_5g_ratio,-7.822674565232375e-05
FF_release_speed_count_chg1_5g_ratio,0.034966837236452955
FS_release_speed_count_chg1_5g_ratio,-0.010274390713344714
KC_release_speed_count_chg1_5g_ratio,0.009429756466524377
SI_release_speed_count_chg1_5g_ratio,-0.03328847402534891
SL_release_speed_count_chg1_5g_ratio,-0.02457165238229569
ST_release_speed_count_chg1_5g_ratio,-0.035556615747650316
SV_release_speed_count_chg1_5g_ratio,
CH_release_speed_max_chg1_5g_ratio,-0.003477193427050452
CS_release_speed_max_chg1_5g_ratio,
CU_release_speed_max_chg1_5g_ratio,-0.005016168504411212
FC_release_speed_max_chg1_5g_ratio,0.00044872882599998756
FF_release_speed_max_chg1_5g_ratio,0.0016427316540039453
FS_release_speed_max_chg1_5g_ratio,-0.0060097636337038225
KC_release_speed_max_chg1_5g_ratio,-0.002359217405979968
SI_release_speed_max_chg1_5g_ratio,0.002632106871465717
SL_release_speed_max_chg1_5g_ratio,-0.01508039355685477
ST_release_speed_max_chg1_5g_ratio,-0.0019092610341611195
SV_release_speed_max_chg1_5g_ratio,
CH_release_speed_mean_chg1_5g_ratio,-0.001965589303495594
CS_release_speed_mean_chg1_5g_ratio,
CU_release_speed_mean_chg1_5g_ratio,0.003974687122115828
FC_release_speed_mean_chg1_5g_ratio,-0.0074831099618555335
FF_release_speed_mean_chg1_5g_ratio,0.0025391675327133783
FS_release_speed_mean_chg1_5g_ratio,-0.021203255457488024
KC_release_speed_mean_chg1_5g_ratio,-0.0003145314871255977
SI_release_speed_mean_chg1_5g_ratio,0.003986052400457295
SL_release_speed_mean_chg1_5g_ratio,-0.0029388131507681603
ST_release_speed_mean_chg1_5g_ratio,-0.004814559608055196
SV_release_speed_mean_chg1_5g_ratio,
CH_release_speed_min_chg1_5g_ratio,-0.002309126909108128
CS_release_speed_min_chg1_5g_ratio,
CU_release_speed_min_chg1_5g_ratio,0.0013064868775617517
FC_release_speed_min_chg1_5g_ratio,-0.0044631354013125344
FF_release_speed_min_chg1_5g_ratio,-0.0033306488499293334
FS_release_speed_min_chg1_5g_ratio,-0.0033100557388666507
KC_release_speed_min_chg1_5g_ratio,0.006169377318737558
SI_release_speed_min_chg1_5g_ratio,-0.003742128923311952
SL_release_speed_min_chg1_5g_ratio,0.004420589198822558
ST_release_speed_min_chg1_5g_ratio,-0.0017773253816473907
SV_release_speed_min_chg1_5g_ratio,
CH_release_speed_std_chg1_5g_ratio,0.001217023624608592
CS_release_speed_std_chg1_5g_ratio,
CU_release_speed_std_chg1_5g_ratio,0.004532326495758695
FC_release_speed_std_chg1_5g_ratio,-0.0038561135990774595
FF_release_speed_std_chg1_5g_ratio,-0.0021983268218717334
FS_release_speed_std_chg1_5g_ratio,-0.002814708675920385
KC_release_speed_std_chg1_5g_ratio,0.0038610038610083965
SI_release_speed_std_chg1_5g_ratio,-0.0006267073088608138
SL_release_speed_std_chg1_5g_ratio,0.0030446840235255073
ST_release_speed_std_chg1_5g_ratio,-0.004957757561137469
SV_release_speed_std_chg1_5g_ratio,
CH_release_spin_rate_mean_chg1_5g_ratio,0.010727145578355217
CS_release_spin_rate_mean_chg1_5g_ratio,
CU_release_spin_rate_mean_chg1_5g_ratio,-0.004836621415468318
FC_release_spin_rate_mean_chg1_5g_ratio,0.020884350588150774
FF_release_spin_rate_mean_chg1_5g_ratio,-0.002857220944355608
FS_release_spin_rate_mean_chg1_5g_ratio,-0.004868212244819436
KC_release_spin_rate_mean_chg1_5g_ratio,0.0008214199508423584
SI_release_spin_rate_mean_chg1_5g_ratio,0.002441347168250848
SL_release_spin_rate_mean_chg1_5g_ratio,-0.004888214306952612
ST_release_spin_rate_mean_chg1_5g_ratio,0.007269093057766093
SV_release_spin_rate_mean_chg1_5g_ratio,
CH_release_spin_rate_std_chg1_5g_ratio,0.003334357273666336
CS_release_spin_rate_std_chg1_5g_ratio,
CU_release_spin_rate_std_chg1_5g_ratio,-0.00295454853775719
FC_release_spin_rate_std_chg1_5g_ratio,0.003925691183026263
FF_release_spin_rate_std_chg1_5g_ratio,0.002241966503176172
FS_release_spin_rate_std_chg1_5g_ratio,0.0051333526811993555
KC_release_spin_rate_std_chg1_5g_ratio,0.0040485829959233865
SI_release_spin_rate_std_chg1_5g_ratio,0.004352968588578656
SL_release_spin_rate_std_chg1_5g_ratio,0.0026834867158921066
ST_release_spin_rate_std_chg1_5g_ratio,-0.004942766477470982
SV_release_spin_rate_std_chg1_5g_ratio,
pitcher_roll5_mean_5g_ratio,
CH_pfx_x_mean_roll5_mean_5g_ratio,-0.02311898941074835
CS_pfx_x_mean_roll5_mean_5g_ratio,
CU_pfx_x_mean_roll5_mean_5g_ratio,-0.004377240408223453
FC_pfx_x_mean_roll5_mean_5g_ratio,0.008061985915201757
FF_pfx_x_mean_roll5_mean_5g_ratio,-0.11975365653505643
FS_pfx_x_mean_roll5_mean_5g_ratio,0.011858791575877152
KC_pfx_x_mean_roll5_mean_5g_ratio,0.08604336061163743
SI_pfx_x_mean_roll5_mean_5g_ratio,0.054711060286061104
SL_pfx_x_mean_roll5_mean_5g_ratio,-0.0032877239745545766
ST_pfx_x_mean_roll5_mean_5g_ratio,-0.037118278417082755
SV_pfx_x_mean_roll5_mean_5g_ratio,
CH_pfx_x_std_roll5_mean_5g_ratio,0.01712272684000632
CS_pfx_x_std_roll5_mean_5g_ratio,
CU_pfx_x_std_roll5_mean_5g_ratio,-0.016333881505266525
FC_pfx_x_std_roll5_mean_5g_ratio,-0.01860376879539233
FF_pfx_x_std_roll5_mean_5g_ratio,0.013246257507747687
FS_pfx_x_std_roll5_mean_5g_ratio,0.00881364004257748
KC_pfx_x_std_roll5_mean_5g_ratio,0.08301808073567128
SI_pfx_x_std_roll5_mean_5g_ratio,-0.02619634602361087
SL_pfx_x_std_roll5_mean_5g_ratio,0.0006264700261194709
ST_pfx_x_std_roll5_mean_5g_ratio,0.038250550591988376
SV_pfx_x_std_roll5_mean_5g_ratio,
CH_pfx_z_mean_roll5_mean_5g_ratio,-0.002102478023543863
CS_pfx_z_mean_roll5_mean_5g_ratio,
CU_pfx_z_mean_roll5_mean_5g_ratio,-0.038543523034239364
FC_pfx_z_mean_roll5_mean_5g_ratio,-0.011412078322761914
FF_pfx_z_mean_roll5_mean_5g_ratio,0.03123022050137568
FS_pfx_z_mean_roll5_mean_5g_ratio,0.006264249183078928
KC_pfx_z_mean_roll5_mean_5g_ratio,0.0011084416744889618
SI_pfx_z_mean_roll5_mean_5g_ratio,-0.0017764897842033687
SL_pfx_z_mean_roll5_mean_5g_ratio,-0.011503968534473753
ST_pfx_z_mean_roll5_mean_5g_ratio,-0.0017783442858121527
SV_pfx_z_mean_roll5_mean_5g_ratio,
CH_pfx_z_std_roll5_mean_5g_ratio,0.014475678590816356
CS_pfx_z_std_roll5_mean_5g_ratio,
CU_pfx_z_std_roll5_mean_5g_ratio,-0.04138461612062476
FC_pfx_z_std_roll5_mean_5g_ratio,-0.021218706835729028
FF_pfx_z_std_roll5_mean_5g_ratio,-0.00813066252871215
FS_pfx_z_std_roll5_mean_5g_ratio,0.020059592743964034
KC_pfx_z_std_roll5_mean_5g_ratio,-0.036628153138343576
SI_pfx_z_std_roll5_mean_5g_ratio,-0.015787442531601522
SL_pfx_z_std_roll5_mean_5g_ratio,0.01612958561581169
ST_pfx_z_std_roll5_mean_5g_ratio,0.015854876432691744
SV_pfx_z_std_roll5_mean_5g_ratio,
CH_release_pos_x_mean_roll5_mean_5g_ratio,0.025006300349804642
CS_release_pos_x_mean_roll5_mean_5g_ratio,
CU_release_pos_x_mean_roll5_mean_5g_ratio,0.03951710642689804
FC_release_pos_x_mean_roll5_mean_5g_ratio,0.02612148247887067
FF_release_pos_x_mean_roll5_mean_5g_ratio,0.006090913740333386
FS_release_pos_x_mean_roll5_mean_5g_ratio,-0.013190124922033275
KC_release_pos_x_mean_roll5_mean_5g_ratio,0.015580746001590968
SI_release_pos_x_mean_roll5_mean_5g_ratio,0.03852277924597523
SL_release_pos_x_mean_roll5_mean_5g_ratio,-0.00631179070463786
ST_release_pos_x_mean_roll5_mean_5g_ratio,0.06363650845154113
SV_release_pos_x_mean_roll5_mean_5g_ratio,
CH_release_pos_x_std_roll5_mean_5g_ratio,0.020671513696863913
CS_release_pos_x_std_roll5_mean_5g_ratio,
CU_release_pos_x_std_roll5_mean_5g_ratio,0.013775126040779285
FC_release_pos_x_std_roll5_mean_5g_ratio,0.0160507358137653
FF_release_pos_x_std_roll5_mean_5g_ratio,-0.004301665800839315
FS_release_pos_x_std_roll5_mean_5g_ratio,0.057597539128322515
KC_release_pos_x_std_roll5_mean_5g_ratio,0.09944457283241533
SI_release_pos_x_std_roll5_mean_5g_ratio,0.007650952048425372
SL_release_pos_x_std_roll5_mean_5g_ratio,0.013394911964615978
ST_release_pos_x_std_roll5_mean_5g_ratio,0.01579929505053478
SV_release_pos_x_std_roll5_mean_5g_ratio,
CH_release_pos_y_mean_roll5_mean_5g_ratio,0.005261684524127802
CS_release_pos_y_mean_roll5_mean_5g_ratio,
CU_release_pos_y_mean_roll5_mean_5g_ratio,0.0210564017249675
FC_release_pos_y_mean_roll5_mean_5g_ratio,0.01493941727493261
FF_release_pos_y_mean_roll5_mean_5g_ratio,0.026513957792131834
FS_release_pos_y_mean_roll5_mean_5g_ratio,0.02309768322185623
KC_release_pos_y_mean_roll5_mean_5g_ratio,0.013720800408671317
SI_release_pos_y_mean_roll5_mean_5g_ratio,-0.002042552800971233
SL_release_pos_y_mean_roll5_mean_5g_ratio,0.023174355690641295
ST_release_pos_y_mean_roll5_mean_5g_ratio,-0.004882710192327992
SV_release_pos_y_mean_roll5_mean_5g_ratio,
CH_release_pos_y_std_roll5_mean_5g_ratio,0.006078508954523351
CS_release_pos_y_std_roll5_mean_5g_ratio,
CU_release_pos_y_std_roll5_mean_5g_ratio,0.005151657508284774
FC_release_pos_y_std_roll5_mean_5g_ratio,-0.02982149790553136
FF_release_pos_y_std_roll5_mean_5g_ratio,-0.03536934338301106
FS_release_pos_y_std_roll5_mean_5g_ratio,-0.057884678496321555
KC_release_pos_y_std_roll5_mean_5g_ratio,-0.02640423349750994
SI_release_pos_y_std_roll5_mean_5g_ratio,-0.036040664745077625
SL_release_pos_y_std_roll5_mean_5g_ratio,-0.04468277975049046
ST_release_pos_y_std_roll5_mean_5g_ratio,0.024794395285457682
SV_release_pos_y_std_roll5_mean_5g_ratio,
CH_release_pos_z_mean_roll5_mean_5g_ratio,0.018504284039995666
CS_release_pos_z_mean_roll5_mean_5g_ratio,
CU_release_pos_z_mean_roll5_mean_5g_ratio,-0.009094104895986206
FC_release_pos_z_mean_roll5_mean_5g_ratio,0.012794814105595112
FF_release_pos_z_mean_roll5_mean_5g_ratio,0.020673214670902315
FS_release_pos_z_mean_roll5_mean_5g_ratio,0.1270890813919628
KC_release_pos_z_mean_roll5_mean_5g_ratio,0.10139118320529757
SI_release_pos_z_mean_roll5_mean_5g_ratio,-0.004717675313909663
SL_release_pos_z_mean_roll5_mean_5g_ratio,0.06077557032282859
ST_release_pos_z_mean_roll5_mean_5g_ratio,-0.06313148042354855
SV_release_pos_z_mean_roll5_mean_5g_ratio,
CH_release_pos_z_std_roll5_mean_5g_ratio,0.02317248742426843
CS_release_pos_z_std_roll5_mean_5g_ratio,
CU_release_pos_z_std_roll5_mean_5g_ratio,0.003162022407190011
FC_release_pos_z_std_roll5_mean_5g_ratio,-0.019057306249597433
FF_release_pos_z_std_roll5_mean_5g_ratio,-0.05477747437734883
FS_release_pos_z_std_roll5_mean_5g_ratio,0.020943748847737274
KC_release_pos_z_std_roll5_mean_5g_ratio,0.04705028134149606
SI_release_pos_z_std_roll5_mean_5g_ratio,-0.03853750057720483
SL_release_pos_z_std_roll5_mean_5g_ratio,-0.011861727530503982
ST_release_pos_z_std_roll5_mean_5g_ratio,-0.07787731333598336
SV_release_pos_z_std_roll5_mean_5g_ratio,
CH_release_speed_count_roll5_mean_5g_ratio,0.014953744779807902
CS_release_speed_count_roll5_mean_5g_ratio,
CU_release_speed_count_roll5_mean_5g_ratio,-0.05600161845519916
FC_release_speed_count_roll5_mean_5g_ratio,-0.024891702575135528
FF_release_speed_count_roll5_mean_5g_ratio,-0.009974981647823898
FS_release_speed_count_roll5_mean_5g_ratio,0.02531155282713907
KC_release_speed_count_roll5_mean_5g_ratio,-0.038965894653417134
SI_release_speed_count_roll5_mean_5g_ratio,0.0006661534035854116
SL_release_speed_count_roll5_mean_5g_ratio,-0.010356886924180391
ST_release_speed_count_roll5_mean_5g_ratio,-0.01526389298712253
SV_release_speed_count_roll5_mean_5g_ratio,
CH_release_speed_max_roll5_mean_5g_ratio,-0.012900387576468985
CS_release_speed_max_roll5_mean_5g_ratio,
CU_release_speed_max_roll5_mean_5g_ratio,-0.05070804258376092
FC_release_speed_max_roll5_mean_5g_ratio,-0.06276256594638517
FF_release_speed_max_roll5_mean_5g_ratio,-0.012405698899198042
FS_release_speed_max_roll5_mean_5g_ratio,-0.02148916645647531
KC_release_speed_max_roll5_mean_5g_ratio,-0.001648598006774038
SI_release_speed_max_roll5_mean_5g_ratio,-0.014507300585266341
SL_release_speed_max_roll5_mean_5g_ratio,-0.03445570005454233
ST_release_speed_max_roll5_mean_5g_ratio,-0.06698198051921439
SV_release_speed_max_roll5_mean_5g_ratio,
CH_release_speed_mean_roll5_mean_5g_ratio,-0.02155415887345166
CS_release_speed_mean_roll5_mean_5g_ratio,
CU_release_speed_mean_roll5_mean_5g_ratio,-0.067745059476718
FC_release_speed_mean_roll5_mean_5g_ratio,-0.0538253813595586
FF_release_speed_mean_roll5_mean_5g_ratio,-0.024226807586325956
FS_release_speed_mean_roll5_mean_5g_ratio,-0.061487026193121415
KC_release_speed_mean_roll5_mean_5g_ratio,-0.03247612469179523
SI_release_speed_mean_roll5_mean_5g_ratio,-0.02474380744379385
SL_release_speed_mean_roll5_mean_5g_ratio,-0.04172784959612792
ST_release_speed_mean_roll5_mean_5g_ratio,-0.08124777391914667
SV_release_speed_mean_roll5_mean_5g_ratio,
CH_release_speed_min_roll5_mean_5g_ratio,-0.02014976910405389
CS_release_speed_min_roll5_mean_5g_ratio,
CU_release_speed_min_roll5_mean_5g_ratio,-0.03625210084439057
FC_release_speed_min_roll5_mean_5g_ratio,-0.008392704295456778
FF_release_speed_min_roll5_mean_5g_ratio,-0.017872887494434317
FS_release_speed_min_roll5_mean_5g_ratio,-0.07988271958567708
KC_release_speed_min_roll5_mean_5g_ratio,-0.02299536185728525
SI_release_speed_min_roll5_mean_5g_ratio,-0.028851855114119442
SL_release_speed_min_roll5_mean_5g_ratio,-0.042453606077846553
ST_release_speed_min_roll5_mean_5g_ratio,-0.022231409427607884
SV_release_speed_min_roll5_mean_5g_ratio,
CH_release_speed_std_roll5_mean_5g_ratio,0.009430329425588222
CS_release_speed_std_roll5_mean_5g_ratio,
CU_release_speed_std_roll5_mean_5g_ratio,0.004256784239355802
FC_release_speed_std_roll5_mean_5g_ratio,-0.04084513456570343
FF_release_speed_std_roll5_mean_5g_ratio,0.013141409613091697
FS_release_speed_std_roll5_mean_5g_ratio,0.05552600036888334
KC_release_speed_std_roll5_mean_5g_ratio,0.039961709290188725
SI_release_speed_std_roll5_mean_5g_ratio,-0.015917826149637087
SL_release_speed_std_roll5_mean_5g_ratio,0.019055322510350314
ST_release_speed_std_roll5_mean_5g_ratio,0.007631569922263287
SV_release_speed_std_roll5_mean_5g_ratio,
CH_release_spin_rate_mean_roll5_mean_5g_ratio,-0.05234536114511377
CS_release_spin_rate_mean_roll5_mean_5g_ratio,
CU_release_spin_rate_mean_roll5_mean_5g_ratio,-0.13842057220268403
FC_release_spin_rate_mean_roll5_mean_5g_ratio,0.003493695505478748
FF_release_spin_rate_mean_roll5_mean_5g_ratio,-0.050837762417794606
FS_release_spin_rate_mean_roll5_mean_5g_ratio,0.10079996905553129
KC_release_spin_rate_mean_roll5_mean_5g_ratio,0.008284393363277688
SI_release_spin_rate_mean_roll5_mean_5g_ratio,-0.07545517995594189
SL_release_spin_rate_mean_roll5_mean_5g_ratio,-0.11584371047583858
ST_release_spin_rate_mean_roll5_mean_5g_ratio,-0.05365988314921041
SV_release_spin_rate_mean_roll5_mean_5g_ratio,
CH_release_spin_rate_std_roll5_mean_5g_ratio,0.012897877380498019
CS_release_spin_rate_std_roll5_mean_5g_ratio,
CU_release_spin_rate_std_roll5_mean_5g_ratio,0.012139338877393966
FC_release_spin_rate_std_roll5_mean_5g_ratio,-0.03020773771826637
FF_release_spin_rate_std_roll5_mean_5g_ratio,-0.0030004353881181514
FS_release_spin_rate_std_roll5_mean_5g_ratio,0.04102758038691205
KC_release_spin_rate_std_roll5_mean_5g_ratio,0.12968429664581815
SI_release_spin_rate_std_roll5_mean_5g_ratio,0.019509889737764918
SL_release_spin_rate_std_roll5_mean_5g_ratio,0.02180649931252979
ST_release_spin_rate_std_roll5_mean_5g_ratio,-0.0008501733212015659
SV_release_spin_rate_std_roll5_mean_5g_ratio,
pitcher_roll5_std_5g_ratio,
CH_pfx_x_mean_roll5_std_5g_ratio,0.021108538643237234
CS_pfx_x_mean_roll5_std_5g_ratio,
CU_pfx_x_mean_roll5_std_5g_ratio,0.016399711511041363
FC_pfx_x_mean_roll5_std_5g_ratio,0.02351677049124739
FF_pfx_x_mean_roll5_std_5g_ratio,-0.006154357756408204
FS_pfx_x_mean_roll5_std_5g_ratio,0.00023613718360099184
KC_pfx_x_mean_roll5_std_5g_ratio,0.09699309089438655
SI_pfx_x_mean_roll5_std_5g_ratio,-0.016905635476120458
SL_pfx_x_mean_roll5_std_5g_ratio,0.010528524884341845
ST_pfx_x_mean_roll5_std_5g_ratio,-0.013237969673949123
SV_pfx_x_mean_roll5_std_5g_ratio,
CH_pfx_x_std_roll5_std_5g_ratio,0.0026413874430743995
CS_pfx_x_std_roll5_std_5g_ratio,
CU_pfx_x_std_roll5_std_5g_ratio,-0.06756008717512807
FC_pfx_x_std_roll5_std_5g_ratio,0.043440975357622195
FF_pfx_x_std_roll5_std_5g_ratio,-0.03484449908055172
FS_pfx_x_std_roll5_std_5g_ratio,-0.04674994372433235
KC_pfx_x_std_roll5_std_5g_ratio,0.02894120818964027
SI_pfx_x_std_roll5_std_5g_ratio,-0.025310019203335345
SL_pfx_x_std_roll5_std_5g_ratio,0.028823587724338216
ST_pfx_x_std_roll5_std_5g_ratio,0.03681070124005305
SV_pfx_x_std_roll5_std_5g_ratio,
CH_pfx_z_mean_roll5_std_5g_ratio,0.04903768088439611
CS_pfx_z_mean_roll5_std_5g_ratio,
CU_pfx_z_mean_roll5_std_5g_ratio,0.039147020399669864
FC_pfx_z_mean_roll5_std_5g_ratio,0.008042065872551107
FF_pfx_z_mean_roll5_std_5g_ratio,0.027138260281286047
FS_pfx_z_mean_roll5_std_5g_ratio,0.03230635548870597
KC_pfx_z_mean_roll5_std_5g_ratio,0.06612056876905595
SI_pfx_z_mean_roll5_std_5g_ratio,-0.022358910413178442
SL_pfx_z_mean_roll5_std_5g_ratio,-0.008496077963301022
ST_pfx_z_mean_roll5_std_5g_ratio,-0.045195645369674305
SV_pfx_z_mean_roll5_std_5g_ratio,
CH_pfx_z_std_roll5_std_5g_ratio,0.05811746891426957
CS_pfx_z_std_roll5_std_5g_ratio,
CU_pfx_z_std_roll5_std_5g_ratio,-0.07035903612844317
FC_pfx_z_std_roll5_std_5g_ratio,0.006252916765799392
FF_pfx_z_std_roll5_std_5g_ratio,0.014892644408985608
FS_pfx_z_std_roll5_std_5g_ratio,0.045784265744688434
KC_pfx_z_std_roll5_std_5g_ratio,0.047625040651356886
SI_pfx_z_std_roll5_std_5g_ratio,-0.010669482230485373
SL_pfx_z_std_roll5_std_5g_ratio,0.04357797950340025
ST_pfx_z_std_roll5_std_5g_ratio,0.031944075076511376
SV_pfx_z_std_roll5_std_5g_ratio,
CH_release_pos_x_mean_roll5_std_5g_ratio,0.03713657284783338
CS_release_pos_x_mean_roll5_std_5g_ratio,
CU_release_pos_x_mean_roll5_std_5g_ratio,-0.00954776410463141
FC_release_pos_x_mean_roll5_std_5g_ratio,-0.006328616645508192
FF_release_pos_x_mean_roll5_std_5g_ratio,-0.006080838892969734
FS_release_pos_x_mean_roll5_std_5g_ratio,0.02202227865073474
KC_release_pos_x_mean_roll5_std_5g_ratio,0.012500131384217725
SI_release_pos_x_mean_roll5_std_5g_ratio,-0.03982148662800872
SL_release_pos_x_mean_roll5_std_5g_ratio,0.009521636785775146
ST_release_pos_x_mean_roll5_std_5g_ratio,-0.026101447471900966
SV_release_pos_x_mean_roll5_std_5g_ratio,
CH_release_pos_x_std_roll5_std_5g_ratio,0.03423225973309342
CS_release_pos_x_std_roll5_std_5g_ratio,
CU_release_pos_x_std_roll5_std_5g_ratio,0.02848066030650263
FC_release_pos_x_std_roll5_std_5g_ratio,-0.011953131854669823
FF_release_pos_x_std_roll5_std_5g_ratio,0.011628701699727411
FS_release_pos_x_std_roll5_std_5g_ratio,-0.03201472526100906
KC_release_pos_x_std_roll5_std_5g_ratio,0.030030125141250787
SI_release_pos_x_std_roll5_std_5g_ratio,0.0007176337359857873
SL_release_pos_x_std_roll5_std_5g_ratio,-0.006288262882225011
ST_release_pos_x_std_roll5_std_5g_ratio,0.06232863280742418
SV_release_pos_x_std_roll5_std_5g_ratio,
CH_release_pos_y_mean_roll5_std_5g_ratio,0.04836222434679006
CS_release_pos_y_mean_roll5_std_5g_ratio,
CU_release_pos_y_mean_roll5_std_5g_ratio,-0.043951276077255665
FC_release_pos_y_mean_roll5_std_5g_ratio,-0.05155155004581395
FF_release_pos_y_mean_roll5_std_5g_ratio,-0.02383187694466017
FS_release_pos_y_mean_roll5_std_5g_ratio,-0.08289565854258331
KC_release_pos_y_mean_roll5_std_5g_ratio,-0.06558792564691084
SI_release_pos_y_mean_roll5_std_5g_ratio,-0.001269136171204832
SL_release_pos_y_mean_roll5_std_5g_ratio,0.016451825404369468
ST_release_pos_y_mean_roll5_std_5g_ratio,-0.003397818486534713
SV_release_pos_y_mean_roll5_std_5g_ratio,
CH_release_pos_y_std_roll5_std_5g_ratio,0.006652780368735351
CS_release_pos_y_std_roll5_std_5g_ratio,
CU_release_pos_y_std_roll5_std_5g_ratio,0.028978615570994282
FC_release_pos_y_std_roll5_std_5g_ratio,-0.027072372155341817
FF_release_pos_y_std_roll5_std_5g_ratio,-0.044584536289235366
FS_release_pos_y_std_roll5_std_5g_ratio,-0.048496130045259066
KC_release_pos_y_std_roll5_std_5g_ratio,-0.06555233743327261
SI_release_pos_y_std_roll5_std_5g_ratio,-0.03836211452388065
